polar and equatorial radii for Neptune's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
these models assume the k-band 2014 wind profile from Tollefson et al. (2018, Icarus 311).
the distribution of models in this file comes from randomly drawing wind fit coefficients from Gaussians with means and standard deviations from Table 1 (polynomial profiles).
index         r_pol_km          r_eq_km
  556   24264.06896845   24772.93693509
  557   24108.22346181   24775.37645233
  558   24192.53160116   24759.87953017
  559   24065.54775559   24778.82091036
  560   24359.13845835   24760.27284567
  561   24414.49039319   24754.25749746
  562   24291.07214137   24757.17670797
  563   24309.88613736   24750.92351746
  564   24358.45225777   24762.06869149
  565   24342.93923163   24754.89797769
  566   24372.99216488   24748.67900502
  567   24295.69023201   24765.43762920
  568   24121.94258790   24768.53052650
  569   24328.62338989   24755.26550315
  570   24420.90380272   24749.81631634
  571   23905.02898751   24774.75602605
  572   24049.84526567   24767.42211617
  573   24226.89434717   24762.22591473
  574   24105.19618702   24770.31261200
  575   24345.35991619   24762.86610381
  576   24170.18220747   24753.47686857
  577   23972.40568444   24763.60174940
  578   24393.31828285   24757.23681849
  579   24378.40363891   24751.87663254
  580   24379.09006831   24754.90738092
  581   24439.45053905   24749.65710515
  582   24321.26155151   24759.68156358
  583   24393.43360844   24753.15600942
  584   24103.54706927   24759.31996967
  585   24141.11067842   24763.02516917
  586   24148.59222272   24773.07701990
  587   24419.66483823   24752.22279361
  588   24147.36519606   24762.19116689
  589   24116.80777822   24771.74309022
  590   24176.27115085   24758.72406105
  591   24348.37273614   24762.04104733
  592   24400.63300516   24766.32340861
  593   24380.49263168   24751.70373505
  594   24207.74826793   24780.33115370
  595   24352.61557741   24756.84685677
  596   24015.10085102   24754.88457060
  597   24273.54242049   24770.16672442
  598   24034.42365858   24770.30200358
  599   24364.61577016   24766.74859192
  600   24158.52058613   24765.63951495
  601   24416.18191766   24761.91179647
  602   24221.88659108   24761.69526249
  603   24413.50740027   24762.19754458
  604   24425.98641629   24748.60071616
  605   24251.44037840   24768.06294471
  606   24419.67937492   24754.17292700
  607   24144.07921618   24773.95348907
  608   24294.49119817   24756.65672876
