polar and equatorial radii for Uranus's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
the models summarized in this file assume the composite asymmetric wind profile from Sromovsky et al. (2015, Icarus 258) Section 4.5 and Table 6.
the distribution of models in this file comes from Markov chain Monte Carlo fits to the pair of Voyager 2 radio occultations reported in Lindal et al. 1987.
index   r_pol_north_km   r_pol_south_km          r_eq_km              lnp
31036        24964.595        24959.224        25551.847       -1.121e+00
31037        24973.613        24968.234        25561.487       -7.725e-01
31038        24968.787        24963.412        25556.328       -3.491e-02
31039        24973.195        24967.816        25561.040       -6.244e-01
31040        24964.595        24959.224        25551.847       -1.121e+00
31041        24972.676        24967.298        25560.485       -4.629e-01
31042        24971.201        24965.824        25558.908       -1.379e-01
31043        24973.195        24967.816        25561.040       -6.244e-01
31044        24965.345        24959.972        25552.648       -8.087e-01
31045        24973.315        24967.935        25561.168       -6.653e-01
31046        24971.179        24965.803        25558.885       -1.347e-01
31047        24970.615        24965.238        25558.281       -6.396e-02
31048        24963.673        24958.302        25550.860       -1.575e+00
31049        24973.438        24968.059        25561.300       -7.088e-01
31050        24969.889        24964.513        25557.506       -1.592e-02
31051        24969.243        24963.867        25556.815       -1.362e-02
31052        24965.278        24959.906        25552.576       -8.345e-01
31053        24973.438        24968.059        25561.300       -7.088e-01
31054        24968.644        24963.270        25556.175       -4.554e-02
31055        24969.243        24963.867        25556.815       -1.362e-02
31056        24965.278        24959.906        25552.576       -8.345e-01
31057        24971.940        24966.563        25559.699       -2.760e-01
31058        24968.131        24962.756        25555.626       -9.895e-02
31059        24969.823        24964.447        25557.435       -1.393e-02
31060        24965.278        24959.906        25552.576       -8.345e-01
31061        24971.940        24966.563        25559.699       -2.760e-01
31062        24967.581        24962.206        25555.038       -1.829e-01
31063        24969.309        24963.933        25556.885       -1.211e-02
31064        24964.636        24959.264        25551.890       -1.103e+00
31065        24972.665        24967.286        25560.473       -4.596e-01
31066        24966.467        24961.093        25553.847       -4.376e-01
31067        24970.377        24965.001        25558.027       -4.293e-02
31068        24964.636        24959.264        25551.890       -1.103e+00
31069        24972.665        24967.286        25560.473       -4.596e-01
31070        24966.467        24961.093        25553.847       -4.376e-01
31071        24970.377        24965.001        25558.027       -4.293e-02
31072        24964.555        24959.184        25551.804       -1.139e+00
31073        24971.668        24966.290        25559.407       -2.192e-01
31074        24964.552        24959.181        25551.800       -1.140e+00
31075        24969.925        24964.549        25557.544       -1.717e-02
31076        24964.556        24959.185        25551.805       -1.138e+00
31077        24970.697        24965.320        25558.370       -7.248e-02
31078        24964.554        24959.183        25551.803       -1.139e+00
31079        24967.903        24962.529        25555.383       -1.303e-01
31080        24964.556        24959.185        25551.805       -1.138e+00
31081        24970.697        24965.320        25558.370       -7.248e-02
31082        24964.551        24959.180        25551.800       -1.141e+00
31083        24967.647        24962.273        25555.109       -1.713e-01
31084        24964.722        24959.351        25551.982       -1.064e+00
31085        24970.697        24965.320        25558.370       -7.248e-02
31086        24964.551        24959.180        25551.800       -1.141e+00
31087        24970.164        24964.788        25557.800       -2.850e-02
31088        24964.722        24959.351        25551.982       -1.064e+00
31089        24972.463        24967.086        25560.258       -4.038e-01
31090        24966.519        24961.146        25553.903       -4.232e-01
31091        24972.004        24966.626        25559.766       -2.902e-01
31092        24964.722        24959.351        25551.982       -1.064e+00
31093        24972.536        24967.157        25560.335       -4.234e-01
31094        24966.571        24961.197        25553.959       -4.090e-01
31095        24970.156        24964.780        25557.792       -2.804e-02
31096        24964.722        24959.351        25551.982       -1.064e+00
31097        24972.203        24966.826        25559.980       -3.371e-01
31098        24965.758        24960.386        25553.090       -6.585e-01
31099        24969.763        24964.388        25557.371       -1.248e-02
31100        24965.065        24959.692        25552.349       -9.192e-01
31101        24969.043        24963.668        25556.602       -2.060e-02
31102        24965.730        24960.357        25553.059       -6.685e-01
31103        24969.763        24964.388        25557.371       -1.248e-02
31104        24967.092        24961.717        25554.515       -2.809e-01
31105        24972.511        24967.133        25560.309       -4.168e-01
31106        24964.079        24958.711        25551.294       -1.366e+00
31107        24967.670        24962.296        25555.133       -1.675e-01
31108        24966.259        24960.886        25553.625       -4.977e-01
31109        24972.511        24967.133        25560.309       -4.168e-01
31110        24964.079        24958.711        25551.294       -1.366e+00
31111        24968.129        24962.755        25555.624       -9.918e-02
31112        24966.897        24961.523        25554.307       -3.258e-01
31113        24973.122        24967.743        25560.962       -6.003e-01
31114        24964.522        24959.150        25551.768       -1.154e+00
