polar and equatorial radii for Uranus's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
the models summarized in this file assume the symmetric wind profile from Sromovsky et al. (2015, Icarus 258) Equation 2.
the distribution of models in this file comes from Markov chain Monte Carlo fits to the pair of Voyager 2 radio occultations reported in Lindal et al. 1987.
index         r_pol_km          r_eq_km              lnp 
28232        24971.613        25560.514       -4.707e-01
28233        24969.730        25558.500       -8.623e-02
28234        24967.548        25556.167       -4.603e-02
28235        24966.200        25554.727       -2.385e-01
28236        24970.689        25559.526       -2.416e-01
28237        24971.528        25560.423       -4.464e-01
28238        24966.433        25554.975       -1.934e-01
28239        24966.200        25554.727       -2.385e-01
28240        24969.774        25558.547       -9.155e-02
28241        24971.528        25560.423       -4.464e-01
28242        24967.546        25556.165       -4.623e-02
28243        24966.200        25554.727       -2.385e-01
28244        24969.060        25557.784       -2.764e-02
28245        24971.564        25560.461       -4.566e-01
28246        24967.784        25556.419       -2.944e-02
28247        24965.610        25554.095       -3.750e-01
28248        24970.775        25559.617       -2.596e-01
28249        24969.505        25558.260       -6.202e-02
28250        24967.405        25556.015       -5.856e-02
28251        24965.610        25554.095       -3.750e-01
28252        24970.611        25559.442       -2.258e-01
28253        24969.505        25558.260       -6.202e-02
28254        24968.462        25557.144       -9.942e-03
28255        24965.610        25554.095       -3.750e-01
28256        24966.222        25554.750       -2.340e-01
28257        24970.508        25559.332       -2.058e-01
28258        24968.894        25557.607       -1.946e-02
28259        24961.616        25549.825       -2.136e+00
28260        24965.971        25554.481       -2.878e-01
28261        24970.180        25558.981       -1.486e-01
28262        24969.629        25558.393       -7.485e-02
28263        24963.483        25551.821       -1.131e+00
28264        24966.608        25555.162       -1.629e-01
28265        24970.180        25558.981       -1.486e-01
28266        24968.607        25557.299       -1.123e-02
28267        24963.483        25551.821       -1.131e+00
28268        24965.120        25553.571       -5.127e-01
28269        24970.854        25559.702       -2.768e-01
28270        24970.513        25559.338       -2.069e-01
28271        24963.483        25551.821       -1.131e+00
28272        24965.184        25553.640       -4.935e-01
28273        24970.820        25559.666       -2.694e-01
28274        24970.564        25559.392       -2.165e-01
28275        24963.483        25551.821       -1.131e+00
28276        24966.035        25554.549       -2.736e-01
28277        24969.462        25558.214       -5.788e-02
28278        24969.512        25558.267       -6.269e-02
28279        24961.359        25549.551       -2.299e+00
28280        24965.057        25553.504       -5.318e-01
28281        24969.373        25558.118       -4.990e-02
28282        24969.555        25558.313       -6.697e-02
28283        24961.359        25549.551       -2.299e+00
28284        24965.057        25553.504       -5.318e-01
28285        24969.195        25557.928       -3.616e-02
28286        24969.659        25558.425       -7.814e-02
28287        24964.012        25552.387       -9.045e-01
28288        24967.099        25555.687       -9.175e-02
28289        24967.587        25556.209       -4.294e-02
28290        24969.705        25558.473       -8.332e-02
28291        24962.855        25551.149       -1.434e+00
28292        24967.000        25555.581       -1.043e-01
28293        24967.891        25556.535       -2.352e-02
28294        24968.449        25557.131       -9.921e-03
28295        24963.545        25551.887       -1.103e+00
28296        24966.783        25555.349       -1.349e-01
28297        24969.294        25558.034       -4.343e-02
28298        24969.037        25557.760       -2.638e-02
28299        24964.081        25552.460       -8.771e-01
28300        24965.067        25553.515       -5.288e-01
28301        24969.234        25557.970       -3.894e-02
28302        24969.037        25557.760       -2.638e-02
28303        24965.861        25554.364       -3.130e-01
28304        24966.614        25555.168       -1.619e-01
28305        24969.234        25557.970       -3.894e-02
28306        24968.921        25557.635       -2.061e-02
28307        24965.905        25554.411       -3.028e-01
28308        24967.450        25556.063       -5.441e-02
28309        24971.538        25560.433       -4.491e-01
28310        24968.965        25557.682       -2.262e-02
28311        24965.795        25554.293       -3.289e-01
28312        24968.104        25556.762       -1.499e-02
28313        24972.507        25561.469       -7.666e-01
28314        24967.561        25556.182       -4.496e-02
28315        24964.829        25553.260       -6.047e-01
28316        24968.477        25557.161       -9.988e-03
28317        24972.507        25561.469       -7.666e-01
28318        24966.675        25555.234       -1.518e-01
28319        24963.034        25551.341       -1.344e+00
28320        24969.735        25558.506       -8.690e-02
28321        24974.694        25563.808       -1.798e+00
28322        24965.722        25554.215       -3.466e-01
28323        24965.845        25554.347       -3.168e-01
28324        24969.735        25558.506       -8.690e-02
28325        24973.818        25562.872       -1.333e+00
28326        24965.391        25553.861       -4.338e-01
28327        24967.354        25555.960       -6.346e-02
28328        24970.235        25559.040       -1.576e-01
28329        24974.645        25563.756       -1.771e+00
28330        24968.402        25557.081       -9.969e-03
28331        24968.193        25556.857       -1.263e-02
28332        24970.473        25559.295       -1.994e-01
28333        24976.141        25565.355       -2.722e+00
28334        24968.402        25557.081       -9.969e-03
28335        24968.022        25556.674       -1.778e-02
28336        24970.935        25559.789       -2.949e-01
28337        24976.141        25565.355       -2.722e+00
28338        24968.306        25556.978       -1.070e-02
28339        24968.118        25556.777       -1.457e-02
28340        24971.404        25560.290       -4.121e-01
28341        24976.141        25565.355       -2.722e+00
28342        24965.970        25554.480       -2.881e-01
28343        24968.118        25556.777       -1.457e-02
28344        24969.165        25557.896       -3.410e-02
28345        24976.141        25565.355       -2.722e+00
28346        24965.970        25554.480       -2.881e-01
28347        24967.501        25556.117       -4.998e-02
28348        24969.117        25557.845       -3.105e-02
28349        24976.141        25565.355       -2.722e+00
28350        24965.970        25554.480       -2.881e-01
28351        24967.860        25556.501       -2.513e-02
28352        24968.909        25557.622       -2.008e-02
28353        24978.180        25567.535       -4.347e+00
28354        24966.042        25554.557       -2.720e-01
28355        24969.552        25558.310       -6.670e-02
28356        24969.132        25557.861       -3.199e-02
28357        24978.180        25567.535       -4.347e+00
28358        24966.926        25555.503       -1.142e-01
28359        24969.552        25558.310       -6.670e-02
28360        24969.135        25557.865       -3.220e-02
28361        24978.180        25567.535       -4.347e+00
28362        24966.743        25555.307       -1.410e-01
28363        24967.812        25556.449       -2.780e-02
